OXYMAX CSV DATA FILE 

CSV FILE CREATION:1/2/2014 10:08:23 PM
EXPERIMENT START:9/5/2013 12:13:58 PM
DATA FILENAME:C:\Users\Katherine\Documents\CLAMS\CLAMS runs\Tibor\2013-09-05-Exp 27 Ob prelim #2.CDTA

GROUP/CAGE:0101
O2 CAL Date:
CO2 CAL Date:
SUBJECT ID:ob pctp wt HL M1077
SUBJECT MASS:58.3 G
wt 352:

REFERENCE SETTLE TIME:85 seconds
REFERENCE MEASURE TIME:5 seconds
CAGE SETTLE TIME:85 seconds
CAGE MEASURE TIME:5 seconds
REFERENCE METHOD:EVRYN N=6
HEAT CALCULATION METHOD:STD_0


:DATA
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
INTERVAL,CHAN,DATE/TIME,VO2,O2IN,O2OUT,DO2,ACCO2,VCO2,CO2IN,CO2OUT,DCO2,ACCCO2,RER,HEAT,FLOW,STATUS1,FEED1,FEED1 ACC,XTOT,XAMB,BODY TEMP,
#,,,ml/kg/hr,%,%,%,l,ml/kg/hr,%,%,%,l,,kcal/hr,LPM,,GRAMS,GRAMS,COUNTS,COUNTS,degC,
===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,===============,
279,0101,9/7/2013 12:56:13 PM ,1454,20.31,20.02,0.28,3.1,1324,0.049,0.310,0.262,2.8,0.910,0.4,0.49,STABLE,0.01,-8.37,241,42,32.3,
280,0101,9/7/2013 1:06:43 PM ,1268,20.31,20.06,0.25,3.1,1128,0.048,0.272,0.223,2.9,0.890,0.4,0.49,STABLE,-0.01,-8.38,239,13,32.3,
281,0101,9/7/2013 1:17:13 PM ,1201,20.31,20.07,0.23,3.1,1051,0.048,0.256,0.208,2.9,0.876,0.3,0.49,STABLE,0.00,-8.38,150,1,32.0,
282,0101,9/7/2013 1:27:43 PM ,1531,20.31,20.01,0.30,3.1,1370,0.048,0.319,0.271,2.9,0.894,0.4,0.49,STABLE,-0.01,-8.39,150,21,32.2,
283,0101,9/7/2013 1:38:13 PM ,1155,20.31,20.09,0.22,3.2,1031,0.048,0.253,0.204,2.9,0.892,0.3,0.49,STABLE,0.00,-8.39,104,10,32.2,
284,0101,9/7/2013 1:48:43 PM ,1169,20.31,20.08,0.23,3.2,1038,0.049,0.254,0.205,2.9,0.888,0.3,0.49,STABLE,0.00,-8.39,48,1,32.3,
285,0101,9/7/2013 1:59:13 PM ,1317,20.31,20.06,0.25,3.2,1099,0.049,0.266,0.217,2.9,0.835,0.4,0.49,STABLE,0.00,-8.39,39,0,32.4,
286,0101,9/7/2013 2:09:43 PM ,1366,20.31,20.04,0.26,3.2,1193,0.049,0.285,0.236,2.9,0.874,0.4,0.49,STABLE,-0.01,-8.40,2,1,32.6,
287,0101,9/7/2013 2:20:13 PM ,1530,20.31,20.01,0.30,3.2,1416,0.049,0.329,0.280,2.9,0.926,0.4,0.49,STABLE,0.00,-8.40,102,1,32.8,
288,0101,9/7/2013 2:30:43 PM ,1690,20.31,19.98,0.33,3.2,1592,0.049,0.363,0.314,3.0,0.942,0.5,0.49,STABLE,0.00,-8.40,413,52,32.8,
289,0101,9/7/2013 2:41:13 PM ,1728,20.31,19.97,0.34,3.2,1568,0.049,0.359,0.310,3.0,0.907,0.5,0.49,STABLE,0.02,-8.38,337,62,32.9,
290,0101,9/7/2013 2:51:43 PM ,1267,20.31,20.07,0.25,3.3,1135,0.049,0.273,0.224,3.0,0.896,0.4,0.49,STABLE,0.02,-8.36,294,65,33.4,
291,0101,9/7/2013 3:02:13 PM ,1153,20.31,20.09,0.22,3.3,1023,0.049,0.251,0.202,3.0,0.887,0.3,0.49,STABLE,0.00,-8.36,47,6,33.5,
292,0101,9/7/2013 3:12:43 PM ,1301,20.31,20.06,0.25,3.3,1133,0.049,0.273,0.224,3.0,0.871,0.4,0.49,STABLE,-0.01,-8.37,49,1,33.4,
293,0101,9/7/2013 3:23:13 PM ,1266,20.31,20.07,0.24,3.3,1089,0.049,0.265,0.216,3.0,0.860,0.4,0.49,STABLE,0.00,-8.37,0,0,33.4,
294,0101,9/7/2013 3:33:43 PM ,1331,20.31,20.06,0.25,3.3,1135,0.049,0.273,0.224,3.0,0.853,0.4,0.49,STABLE,0.00,-8.37,5,1,33.4,
295,0101,9/7/2013 3:44:13 PM ,1554,20.31,20.01,0.30,3.3,1410,0.049,0.328,0.279,3.0,0.907,0.4,0.49,STABLE,0.00,-8.37,204,12,33.4,
296,0101,9/7/2013 3:54:43 PM ,1110,20.31,20.10,0.21,3.3,980,0.049,0.243,0.194,3.1,0.883,0.3,0.49,STABLE,0.00,-8.37,149,1,33.3,
297,0101,9/7/2013 4:05:13 PM ,1211,20.31,20.08,0.23,3.3,1029,0.049,0.253,0.204,3.1,0.850,0.3,0.49,STABLE,-0.01,-8.38,5,1,33.1,
298,0101,9/7/2013 4:15:43 PM ,1425,20.31,20.04,0.27,3.4,1184,0.049,0.283,0.234,3.1,0.831,0.4,0.49,STABLE,0.01,-8.37,15,2,33.1,
299,0101,9/7/2013 4:26:13 PM ,1806,20.31,19.96,0.35,3.4,1639,0.049,0.373,0.324,3.1,0.908,0.5,0.49,DYNAMIC,0.00,-8.37,232,35,33.3,
300,0101,9/7/2013 4:36:43 PM ,1732,20.31,19.97,0.34,3.4,1574,0.049,0.361,0.312,3.1,0.908,0.5,0.49,DYNAMIC,0.10,-8.27,276,49,33.4,
301,0101,9/7/2013 4:47:13 PM ,1718,20.31,19.98,0.33,3.4,1564,0.049,0.359,0.309,3.1,0.910,0.5,0.49,STABLE,0.08,-8.19,253,21,33.5,
302,0101,9/7/2013 4:57:43 PM ,1791,20.31,19.96,0.35,3.4,1667,0.049,0.379,0.329,3.1,0.930,0.5,0.49,STABLE,-0.01,-8.20,396,46,33.7,
303,0101,9/7/2013 5:08:13 PM ,1206,20.31,20.08,0.23,3.4,1099,0.049,0.267,0.217,3.1,0.911,0.3,0.49,STABLE,0.00,-8.20,87,2,33.9,
304,0101,9/7/2013 5:18:43 PM ,1201,20.31,20.08,0.23,3.5,1064,0.049,0.260,0.210,3.2,0.886,0.3,0.49,STABLE,0.00,-8.20,51,2,33.5,
305,0101,9/7/2013 5:29:13 PM ,1424,20.31,20.04,0.27,3.5,1243,0.050,0.295,0.246,3.2,0.873,0.4,0.49,STABLE,-0.01,-8.21,90,0,33.4,
306,0101,9/7/2013 5:39:43 PM ,1468,20.31,20.03,0.28,3.5,1269,0.050,0.299,0.250,3.2,0.864,0.4,0.49,STABLE,0.01,-8.20,133,2,33.5,
307,0101,9/7/2013 5:50:13 PM ,1499,20.31,20.02,0.29,3.5,1295,0.050,0.305,0.256,3.2,0.864,0.4,0.49,STABLE,-0.01,-8.21,217,7,33.7,
308,0101,9/7/2013 6:00:43 PM ,1796,20.31,19.96,0.35,3.5,1658,0.050,0.377,0.328,3.2,0.923,0.5,0.49,STABLE,0.00,-8.21,409,81,34.1,
309,0101,9/7/2013 6:11:13 PM ,2039,20.31,19.92,0.40,3.5,1854,0.050,0.416,0.366,3.2,0.909,0.6,0.49,STABLE,0.00,-8.21,608,232,34.7,
310,0101,9/7/2013 6:21:43 PM ,2024,20.31,19.92,0.39,3.6,1862,0.050,0.417,0.367,3.3,0.920,0.6,0.49,DYNAMIC,-0.05,-8.26,405,61,34.9,
311,0101,9/7/2013 6:32:13 PM ,2400,20.31,19.85,0.46,3.6,2145,0.050,0.474,0.424,3.3,0.893,0.7,0.49,STABLE,0.13,-8.13,903,472,35.6,
312,0101,9/7/2013 6:42:43 PM ,2001,20.31,19.92,0.39,3.6,1783,0.051,0.403,0.353,3.3,0.891,0.6,0.49,DYNAMIC,0.01,-8.12,340,118,35.6,
313,0101,9/7/2013 6:53:13 PM ,1855,20.31,19.95,0.36,3.6,1689,0.051,0.385,0.334,3.3,0.910,0.5,0.49,STABLE,0.30,-7.82,450,70,35.1,
314,0101,9/7/2013 7:03:43 PM ,2335,20.31,19.85,0.46,3.6,2277,0.051,0.501,0.450,3.3,0.975,0.7,0.49,STABLE,-0.01,-7.83,410,100,35.1,
315,0101,9/7/2013 7:14:13 PM ,2129,20.31,19.89,0.42,3.7,2066,0.051,0.460,0.409,3.4,0.971,0.6,0.49,STABLE,0.00,-7.83,509,60,35.8,
316,0101,9/7/2013 7:24:43 PM ,1428,20.31,20.03,0.28,3.7,1345,0.052,0.318,0.267,3.4,0.942,0.4,0.49,STABLE,0.00,-7.83,159,23,36.1,
317,0101,9/7/2013 7:35:13 PM ,1256,20.31,20.06,0.24,3.7,1149,0.052,0.279,0.227,3.4,0.915,0.4,0.49,STABLE,0.00,-7.83,39,7,35.4,
318,0101,9/7/2013 7:45:43 PM ,1248,20.31,20.07,0.24,3.7,1108,0.052,0.271,0.219,3.4,0.888,0.4,0.49,STABLE,0.00,-7.83,136,0,34.8,
319,0101,9/7/2013 7:56:13 PM ,1438,20.30,20.02,0.28,3.7,1278,0.052,0.307,0.255,3.4,0.889,0.4,0.49,STABLE,-0.01,-7.84,18,0,34.4,
320,0101,9/7/2013 8:06:43 PM ,1709,20.31,19.97,0.33,3.7,1505,0.052,0.352,0.300,3.4,0.881,0.5,0.49,STABLE,0.00,-7.84,106,16,34.3,
321,0101,9/7/2013 8:17:13 PM ,1905,20.30,19.93,0.37,3.8,1765,0.052,0.401,0.349,3.4,0.926,0.6,0.49,STABLE,0.00,-7.84,243,28,34.8,
322,0101,9/7/2013 8:27:43 PM ,1711,20.31,19.98,0.33,3.8,1536,0.052,0.354,0.302,3.5,0.898,0.5,0.49,STABLE,0.05,-7.79,97,22,35.1,
323,0101,9/7/2013 8:38:13 PM ,2026,20.30,19.91,0.39,3.8,1823,0.052,0.412,0.360,3.5,0.900,0.6,0.49,DYNAMIC,0.03,-7.76,661,314,35.3,
324,0101,9/7/2013 8:48:43 PM ,1794,20.30,19.95,0.35,3.8,1716,0.052,0.392,0.340,3.5,0.956,0.5,0.49,STABLE,0.09,-7.67,304,51,35.4,
325,0101,9/7/2013 8:59:13 PM ,2113,20.31,19.89,0.41,3.8,1965,0.053,0.442,0.389,3.5,0.930,0.6,0.49,STABLE,0.07,-7.60,738,364,35.6,
326,0101,9/7/2013 9:09:43 PM ,1675,20.30,19.97,0.33,3.9,1593,0.053,0.368,0.315,3.5,0.951,0.5,0.49,DYNAMIC,0.06,-7.54,202,19,35.6,
327,0101,9/7/2013 9:20:13 PM ,1985,20.30,19.91,0.39,3.9,1942,0.053,0.438,0.385,3.5,0.978,0.6,0.49,STABLE,0.10,-7.44,478,159,35.2,
328,0101,9/7/2013 9:30:43 PM ,2134,20.30,19.88,0.42,3.9,2094,0.053,0.467,0.413,3.6,0.981,0.6,0.49,STABLE,0.00,-7.44,456,97,35.0,
329,0101,9/7/2013 9:41:13 PM ,1610,20.30,19.98,0.32,3.9,1532,0.053,0.356,0.303,3.6,0.951,0.5,0.49,STABLE,-0.01,-7.45,243,33,35.1,
330,0101,9/7/2013 9:51:43 PM ,1246,20.30,20.06,0.24,3.9,1152,0.053,0.281,0.228,3.6,0.924,0.4,0.49,STABLE,0.00,-7.45,35,0,34.6,
331,0101,9/7/2013 10:02:13 PM ,1293,20.30,20.05,0.25,3.9,1176,0.053,0.286,0.233,3.6,0.910,0.4,0.49,STABLE,0.00,-7.45,89,5,34.2,
332,0101,9/7/2013 10:12:43 PM ,1321,20.30,20.04,0.26,4.0,1180,0.053,0.287,0.233,3.6,0.893,0.4,0.49,STABLE,0.00,-7.45,14,1,33.9,
333,0101,9/7/2013 10:23:13 PM ,1334,20.30,20.04,0.26,4.0,1205,0.054,0.291,0.238,3.6,0.903,0.4,0.49,STABLE,0.00,-7.45,69,0,33.7,
334,0101,9/7/2013 10:33:43 PM ,1418,20.30,20.02,0.27,4.0,1252,0.054,0.301,0.247,3.6,0.883,0.4,0.49,STABLE,0.00,-7.45,155,1,33.7,
335,0101,9/7/2013 10:44:13 PM ,1606,20.30,19.98,0.31,4.0,1463,0.054,0.343,0.289,3.7,0.911,0.5,0.49,STABLE,0.02,-7.43,126,18,34.1,
336,0101,9/7/2013 10:54:43 PM ,1442,20.30,20.02,0.28,4.0,1329,0.054,0.317,0.263,3.7,0.921,0.4,0.49,STABLE,-0.01,-7.44,195,9,34.1,
337,0101,9/7/2013 11:05:13 PM ,1925,20.30,19.92,0.38,4.0,1809,0.054,0.412,0.358,3.7,0.940,0.6,0.49,STABLE,0.01,-7.43,455,157,34.6,
338,0101,9/7/2013 11:15:43 PM ,2135,20.30,19.88,0.42,4.1,1973,0.054,0.445,0.390,3.7,0.924,0.6,0.49,DYNAMIC,0.12,-7.31,107,14,34.8,
339,0101,9/7/2013 11:26:13 PM ,2133,20.30,19.88,0.42,4.1,2015,0.054,0.452,0.397,3.7,0.945,0.6,0.49,DYNAMIC,0.11,-7.20,223,108,34.9,
340,0101,9/7/2013 11:36:43 PM ,2004,20.30,19.90,0.40,4.1,1974,0.054,0.445,0.391,3.7,0.985,0.6,0.49,STABLE,0.18,-7.02,325,72,34.9,
341,0101,9/7/2013 11:47:13 PM ,1615,20.30,19.98,0.32,4.1,1552,0.055,0.362,0.307,3.8,0.961,0.5,0.49,STABLE,-0.01,-7.03,131,25,34.9,
342,0101,9/7/2013 11:57:43 PM ,1239,20.30,20.05,0.24,4.1,1177,0.054,0.288,0.233,3.8,0.950,0.4,0.49,STABLE,0.00,-7.03,330,1,34.5,
343,0101,9/8/2013 12:08:13 AM ,1218,20.29,20.05,0.24,4.1,1179,0.054,0.288,0.234,3.8,0.969,0.4,0.49,STABLE,0.00,-7.03,0,0,34.0,
344,0101,9/8/2013 12:18:43 AM ,1494,20.29,20.00,0.29,4.2,1399,0.054,0.331,0.277,3.8,0.936,0.4,0.49,STABLE,0.00,-7.03,25,1,33.9,
345,0101,9/8/2013 12:29:13 AM ,1373,20.30,20.03,0.27,4.2,1257,0.054,0.303,0.249,3.8,0.916,0.4,0.49,STABLE,-0.01,-7.04,187,2,33.9,
346,0101,9/8/2013 12:39:43 AM ,1358,20.30,20.03,0.27,4.2,1262,0.054,0.304,0.250,3.8,0.930,0.4,0.49,STABLE,0.00,-7.04,29,5,33.8,
347,0101,9/8/2013 12:50:13 AM ,1531,20.30,20.00,0.30,4.2,1374,0.054,0.325,0.271,3.8,0.897,0.4,0.49,STABLE,0.00,-7.04,86,0,33.9,
348,0101,9/8/2013 1:00:43 AM ,1545,20.30,19.99,0.30,4.2,1458,0.054,0.343,0.289,3.9,0.943,0.4,0.49,STABLE,0.00,-7.04,224,13,34.5,
349,0101,9/8/2013 1:11:13 AM ,1384,20.30,20.03,0.27,4.2,1269,0.054,0.306,0.251,3.9,0.917,0.4,0.49,STABLE,0.00,-7.04,72,9,34.5,
350,0101,9/8/2013 1:21:43 AM ,2098,20.29,19.88,0.41,4.2,1936,0.055,0.438,0.383,3.9,0.923,0.6,0.49,STABLE,0.09,-6.95,443,74,34.5,
351,0101,9/8/2013 1:32:13 AM ,1816,20.30,19.94,0.36,4.3,1734,0.054,0.398,0.343,3.9,0.955,0.5,0.49,DYNAMIC,0.00,-6.95,299,26,34.9,
352,0101,9/8/2013 1:42:43 AM ,2150,20.29,19.87,0.43,4.3,2061,0.055,0.467,0.412,3.9,0.959,0.6,0.49,STABLE,0.25,-6.70,241,64,34.9,
353,0101,9/8/2013 1:53:13 AM ,2284,20.29,19.84,0.46,4.3,2290,0.055,0.511,0.457,4.0,1.003,0.7,0.49,STABLE,0.00,-6.70,707,289,35.2,
354,0101,9/8/2013 2:03:43 AM ,2314,20.29,19.84,0.46,4.3,2316,0.055,0.512,0.457,4.0,1.001,0.7,0.49,STABLE,0.00,-6.70,772,344,35.8,
355,0101,9/8/2013 2:14:13 AM ,1977,20.29,19.90,0.39,4.4,1919,0.055,0.435,0.380,4.0,0.971,0.6,0.49,DYNAMIC,0.02,-6.68,432,129,36.0,
356,0101,9/8/2013 2:24:43 AM ,1979,20.30,19.91,0.39,4.4,1890,0.055,0.430,0.375,4.0,0.955,0.6,0.49,DYNAMIC,-7.91,-14.59,32,9,35.4,
357,0101,9/8/2013 2:35:13 AM ,2139,20.30,19.88,0.42,4.4,2072,0.055,0.466,0.411,4.0,0.969,0.6,0.49,STABLE,8.32,-6.27,500,79,35.3,
358,0101,9/8/2013 2:45:43 AM ,2280,20.29,19.84,0.45,4.4,2290,0.055,0.509,0.454,4.1,1.004,0.7,0.49,STABLE,-0.01,-6.28,436,128,35.4,
359,0101,9/8/2013 2:56:13 AM ,1510,20.29,19.99,0.30,4.4,1482,0.055,0.349,0.293,4.1,0.981,0.4,0.49,STABLE,0.00,-6.28,123,15,35.6,
360,0101,9/8/2013 3:06:43 AM ,1199,20.29,20.06,0.24,4.5,1169,0.056,0.288,0.232,4.1,0.975,0.4,0.49,STABLE,0.00,-6.28,1,0,35.0,
361,0101,9/8/2013 3:17:13 AM ,1202,20.29,20.06,0.24,4.5,1165,0.056,0.287,0.231,4.1,0.969,0.4,0.49,STABLE,-0.01,-6.29,1,1,34.3,
362,0101,9/8/2013 3:27:43 AM ,1119,20.29,20.07,0.22,4.5,1107,0.056,0.275,0.219,4.1,0.989,0.3,0.49,STABLE,0.00,-6.29,22,2,33.9,
363,0101,9/8/2013 3:38:13 AM ,1284,20.30,20.04,0.25,4.5,1224,0.055,0.298,0.243,4.1,0.954,0.4,0.49,STABLE,0.00,-6.29,66,10,33.5,
364,0101,9/8/2013 3:48:43 AM ,1331,20.29,20.03,0.26,4.5,1322,0.055,0.317,0.262,4.1,0.993,0.4,0.49,STABLE,0.00,-6.29,169,0,33.6,
365,0101,9/8/2013 3:59:13 AM ,1039,20.29,20.09,0.21,4.5,1031,0.055,0.259,0.204,4.2,0.993,0.3,0.49,STABLE,-0.01,-6.30,32,9,33.5,
366,0101,9/8/2013 4:09:43 AM ,1223,20.29,20.05,0.24,4.5,1160,0.055,0.285,0.230,4.2,0.949,0.4,0.49,STABLE,0.00,-6.30,126,25,33.1,
367,0101,9/8/2013 4:20:13 AM ,1543,20.30,19.99,0.30,4.5,1436,0.055,0.339,0.285,4.2,0.931,0.4,0.49,STABLE,0.00,-6.30,146,5,33.2,
368,0101,9/8/2013 4:30:43 AM ,1174,20.29,20.06,0.23,4.6,1122,0.055,0.276,0.221,4.2,0.956,0.3,0.49,STABLE,0.00,-6.30,33,0,33.4,
369,0101,9/8/2013 4:41:13 AM ,1385,20.29,20.03,0.27,4.6,1277,0.055,0.308,0.252,4.2,0.922,0.4,0.49,STABLE,0.00,-6.30,224,19,33.2,
370,0101,9/8/2013 4:51:43 AM ,2188,20.29,19.87,0.43,4.6,2020,0.055,0.455,0.400,4.2,0.923,0.6,0.49,STABLE,0.02,-6.28,98,14,33.3,
371,0101,9/8/2013 5:02:13 AM ,2251,20.29,19.85,0.44,4.6,2095,0.055,0.470,0.415,4.2,0.930,0.7,0.49,DYNAMIC,0.04,-6.24,101,9,34.1,
372,0101,9/8/2013 5:12:43 AM ,2169,20.30,19.87,0.43,4.6,2131,0.055,0.476,0.421,4.3,0.983,0.6,0.49,STABLE,0.25,-5.99,533,118,34.6,
373,0101,9/8/2013 5:23:13 AM ,2124,20.29,19.87,0.42,4.7,2161,0.055,0.483,0.428,4.3,1.017,0.6,0.49,STABLE,-0.01,-6.00,532,58,34.5,
374,0101,9/8/2013 5:33:43 AM ,1744,20.29,19.95,0.34,4.7,1742,0.055,0.400,0.344,4.3,0.999,0.5,0.49,STABLE,0.00,-6.00,326,14,34.9,
375,0101,9/8/2013 5:44:13 AM ,1130,20.29,20.07,0.22,4.7,1110,0.055,0.275,0.220,4.3,0.983,0.3,0.49,STABLE,0.00,-6.00,0,0,34.8,
376,0101,9/8/2013 5:54:43 AM ,1035,20.29,20.09,0.20,4.7,1021,0.055,0.258,0.202,4.3,0.987,0.3,0.49,STABLE,-0.01,-6.01,11,1,34.1,
377,0101,9/8/2013 6:05:13 AM ,973,20.29,20.10,0.19,4.7,972,0.055,0.247,0.193,4.3,0.999,0.3,0.49,STABLE,0.00,-6.01,38,4,33.5,
378,0101,9/8/2013 6:15:43 AM ,946,20.29,20.11,0.19,4.7,921,0.054,0.237,0.182,4.3,0.974,0.3,0.49,STABLE,0.00,-6.01,149,23,32.9,
379,0101,9/8/2013 6:26:13 AM ,918,20.29,20.11,0.18,4.7,911,0.054,0.234,0.180,4.4,0.992,0.3,0.49,STABLE,0.00,-6.01,185,26,32.5,
380,0101,9/8/2013 6:36:43 AM ,1451,20.29,20.01,0.28,4.7,1390,0.054,0.329,0.275,4.4,0.959,0.4,0.49,STABLE,0.00,-6.01,109,20,32.2,
381,0101,9/8/2013 6:47:13 AM ,1557,20.29,19.99,0.30,4.8,1408,0.053,0.332,0.279,4.4,0.904,0.4,0.49,STABLE,-0.01,-6.02,274,28,32.4,
382,0101,9/8/2013 6:57:43 AM ,1001,20.29,20.10,0.20,4.8,961,0.053,0.243,0.190,4.4,0.960,0.3,0.49,STABLE,0.00,-6.02,53,2,32.6,
383,0101,9/8/2013 7:08:13 AM ,888,20.30,20.12,0.17,4.8,808,0.053,0.213,0.160,4.4,0.910,0.3,0.49,STABLE,0.00,-6.02,72,0,32.2,
384,0101,9/8/2013 7:18:43 AM ,1109,20.29,20.08,0.21,4.8,984,0.053,0.248,0.195,4.4,0.887,0.3,0.49,STABLE,0.00,-6.02,63,6,31.8,
385,0101,9/8/2013 7:29:13 AM ,1171,20.29,20.07,0.23,4.8,1028,0.053,0.257,0.204,4.4,0.878,0.3,0.49,STABLE,-0.01,-6.03,96,4,31.8,
386,0101,9/8/2013 7:39:43 AM ,1206,20.29,20.06,0.23,4.8,1040,0.053,0.258,0.205,4.4,0.862,0.3,0.49,STABLE,0.00,-6.03,28,1,31.8,
387,0101,9/8/2013 7:50:13 AM ,1150,20.29,20.07,0.22,4.8,1017,0.053,0.254,0.201,4.4,0.885,0.3,0.49,STABLE,-0.01,-6.04,87,8,31.8,
388,0101,9/8/2013 8:00:43 AM ,1279,20.29,20.05,0.25,4.8,1096,0.053,0.269,0.217,4.5,0.857,0.4,0.49,STABLE,0.01,-6.03,87,25,31.8,
389,0101,9/8/2013 8:11:13 AM ,1382,20.29,20.03,0.27,4.8,1210,0.053,0.292,0.239,4.5,0.876,0.4,0.49,STABLE,-0.01,-6.04,81,10,31.9,
390,0101,9/8/2013 8:21:43 AM ,2073,20.29,19.89,0.40,4.9,1862,0.052,0.421,0.369,4.5,0.898,0.6,0.49,STABLE,0.00,-6.04,150,25,32.6,
391,0101,9/8/2013 8:32:13 AM ,1845,20.30,19.94,0.36,4.9,1714,0.052,0.392,0.340,4.5,0.929,0.5,0.49,DYNAMIC,0.09,-5.95,160,21,33.6,
392,0101,9/8/2013 8:42:43 AM ,1901,20.30,19.92,0.38,4.9,1908,0.052,0.430,0.378,4.5,1.004,0.6,0.49,STABLE,0.05,-5.90,395,87,33.5,
393,0101,9/8/2013 8:53:13 AM ,1431,20.30,20.01,0.28,4.9,1378,0.052,0.325,0.273,4.5,0.963,0.4,0.49,STABLE,-0.01,-5.91,423,5,33.3,
394,0101,9/8/2013 9:03:43 AM ,973,20.30,20.11,0.19,4.9,932,0.052,0.237,0.184,4.5,0.957,0.3,0.49,STABLE,-0.01,-5.92,507,0,33.0,
395,0101,9/8/2013 9:14:13 AM ,931,20.29,20.11,0.18,4.9,899,0.052,0.230,0.178,4.6,0.966,0.3,0.49,STABLE,0.00,-5.92,22,0,32.4,
396,0101,9/8/2013 9:24:43 AM ,1132,20.30,20.08,0.22,5.0,1004,0.052,0.250,0.198,4.6,0.886,0.3,0.49,STABLE,0.00,-5.92,61,0,32.0,
397,0101,9/8/2013 9:35:13 AM ,1454,20.30,20.01,0.28,5.0,1373,0.052,0.323,0.272,4.6,0.944,0.4,0.49,STABLE,0.00,-5.92,244,0,31.8,
398,0101,9/8/2013 9:45:43 AM ,1388,20.29,20.02,0.27,5.0,1380,0.052,0.325,0.274,4.6,0.994,0.4,0.49,STABLE,-0.01,-5.93,337,7,31.8,
399,0101,9/8/2013 9:56:13 AM ,1181,20.30,20.07,0.23,5.0,1113,0.052,0.272,0.220,4.6,0.942,0.3,0.49,STABLE,0.00,-5.93,147,11,32.0,
400,0101,9/8/2013 10:06:43 AM ,1155,20.30,20.07,0.22,5.0,1013,0.052,0.253,0.201,4.6,0.877,0.3,0.49,STABLE,0.00,-5.93,5,0,32.3,
401,0101,9/8/2013 10:17:13 AM ,1409,20.30,20.03,0.27,5.0,1194,0.052,0.288,0.237,4.6,0.847,0.4,0.49,STABLE,0.00,-5.93,1,1,32.5,
402,0101,9/8/2013 10:27:43 AM ,1482,20.30,20.01,0.28,5.0,1268,0.052,0.303,0.251,4.6,0.856,0.4,0.49,STABLE,-0.01,-5.94,150,17,32.9,
403,0101,9/8/2013 10:38:13 AM ,1701,20.29,19.97,0.33,5.1,1472,0.054,0.346,0.292,4.7,0.866,0.5,0.49,STABLE,0.00,-5.94,217,33,33.3,
404,0101,9/8/2013 10:48:43 AM ,1609,20.29,19.98,0.31,5.1,1449,0.057,0.344,0.287,4.7,0.901,0.5,0.49,STABLE,0.00,-5.94,190,23,33.7,
405,0101,9/8/2013 10:59:13 AM ,1235,20.29,20.06,0.24,5.1,1067,0.057,0.268,0.211,4.7,0.864,0.4,0.49,STABLE,0.01,-5.93,4,0,33.7,
406,0101,9/8/2013 11:09:43 AM ,1285,20.29,20.05,0.25,5.1,1093,0.057,0.273,0.216,4.7,0.851,0.4,0.49,STABLE,-0.01,-5.94,103,4,33.4,
407,0101,9/8/2013 11:20:13 AM ,1371,20.29,20.03,0.26,5.1,1187,0.056,0.291,0.235,4.7,0.866,0.4,0.49,STABLE,0.00,-5.94,34,0,33.3,
408,0101,9/8/2013 11:30:43 AM ,1419,20.29,20.02,0.27,5.1,1231,0.056,0.299,0.244,4.7,0.867,0.4,0.49,STABLE,-0.01,-5.95,126,22,33.5,
409,0101,9/8/2013 11:41:13 AM ,1373,20.29,20.03,0.26,5.1,1191,0.055,0.291,0.236,4.7,0.868,0.4,0.49,STABLE,0.01,-5.94,76,2,33.6,
410,0101,9/8/2013 11:51:43 AM ,1320,20.29,20.04,0.25,5.2,1151,0.055,0.282,0.227,4.7,0.872,0.4,0.49,STABLE,0.00,-5.94,141,14,33.7,
411,0101,9/8/2013 12:02:13 PM ,1339,20.29,20.04,0.26,5.2,1159,0.055,0.284,0.229,4.8,0.866,0.4,0.49,STABLE,-0.01,-5.95,40,3,33.7,
412,0101,9/8/2013 12:12:43 PM ,1956,20.29,19.91,0.38,5.2,1751,0.055,0.402,0.347,4.8,0.895,0.6,0.49,STABLE,0.01,-5.94,168,41,33.7,
413,0101,9/8/2013 12:23:13 PM ,2142,20.29,19.88,0.41,5.2,1888,0.054,0.429,0.374,4.8,0.881,0.6,0.49,STABLE,0.07,-5.87,416,164,34.7,
414,0101,9/8/2013 12:33:43 PM ,2003,20.29,19.91,0.39,5.2,1832,0.054,0.416,0.362,4.8,0.915,0.6,0.49,STABLE,0.21,-5.66,198,19,34.8,
415,0101,9/8/2013 12:44:13 PM ,2012,20.29,19.90,0.40,5.2,2009,0.054,0.451,0.397,4.8,0.998,0.6,0.49,STABLE,0.00,-5.66,307,42,34.9,
416,0101,9/8/2013 12:54:43 PM ,1839,20.29,19.93,0.37,5.3,1810,0.054,0.416,0.362,4.8,0.984,0.5,0.49,STABLE,-0.01,-5.67,441,66,35.1,
417,0101,9/8/2013 1:05:13 PM ,1418,20.30,20.02,0.28,5.3,1339,0.054,0.319,0.265,4.9,0.945,0.4,0.49,STABLE,0.00,-5.67,125,5,35.1,
